date,Open,High,Low,Close,Adj Close,Volume,P_mean,P_sum,twt_count
11-10-2013,2103,2138,2082.4,2122.05,2122.05,1142224,-0.162650602,-27,166
14-10-2013,2127.5,2225,2125,2212.75,2212.75,2187230,-0.080586081,-22,273
15-10-2013,2235,2258.85,2201,2215.4,2215.4,2332546,-0.026923077,-7,260
17-10-2013,2230,2230,2095.7,2108.45,2108.45,3343607,0.059659091,21,352
18-10-2013,2104.8,2133.8,2061.55,2120.65,2120.65,2673083,-0.060465116,-13,215
21-10-2013,2125,2127.95,2050,2071.65,2071.65,1842686,-0.076923077,-13,169
22-10-2013,2088,2107.65,2076.85,2089.35,2089.35,1022307,-0.078125,-25,320
23-10-2013,2088.5,2103,2046.15,2061.15,2061.15,1227748,-0.031007752,-8,258
24-10-2013,2042,2082.35,2001.85,2008.7,2008.7,1808879,-0.056603774,-21,371
25-10-2013,1995,2072,1995,2067.75,2067.75,1263701,0.018975332,10,527
28-10-2013,2068,2089.8,2052.55,2063.95,2063.95,901971,0.004504505,2,444
29-10-2013,2065,2085.8,2047.9,2069.8,2069.8,914538,-0.028218695,-16,567
30-10-2013,2070.25,2100,2070.25,2091.95,2091.95,1057437,0.022516556,17,755
31-10-2013,2089,2129,2079.4,2112.05,2112.05,1761538,-0.033018868,-14,424
01-11-2013,2110,2141.95,2091.1,2097.6,2097.6,673240,-0.040677966,-12,295
03-11-2013,2100,2109.4,2095.2,2099,2099,65452,-0.074074074,-18,243
05-11-2013,2100,2105,2031.7,2042,2042,1130643,-0.040133779,-12,299
06-11-2013,2063,2103.55,2059.05,2091.1,2091.1,833875,-0.06097561,-15,246
07-11-2013,2100,2148.15,2080.3,2121.95,2121.95,978474,0.03562341,14,393
08-11-2013,2130,2131.75,2071.2,2090.85,2090.85,804673,-0.068493151,-20,292
11-11-2013,2090,2140,2050,2094.65,2094.65,980569,-0.10041841,-24,239
12-11-2013,2096.85,2121.7,2079,2087.15,2087.15,500341,-0.082125604,-17,207
13-11-2013,2098.95,2106.2,2043.65,2049,2049,604169,-0.045045045,-10,222
14-11-2013,2072,2072,2021.85,2026.2,2026.2,1064852,-0.032154341,-10,311
18-11-2013,2046,2059.9,2032.25,2044,2044,1415801,-0.004926108,-3,609
19-11-2013,2049.95,2055,2021.2,2029.9,2029.9,1038932,-0.035343035,-34,962
20-11-2013,2046.85,2049.9,2017,2023.6,2023.6,829348,-0.057692308,-24,416
21-11-2013,2023.2,2034.7,1980,1986.6,1986.6,1151441,-0.027088036,-12,443
22-11-2013,1991,2011,1985.1,2000.85,2000.85,747247,-0.137624861,-124,901
25-11-2013,2008,2026.85,1993.1,2013.25,2013.25,975499,-0.076855895,-88,1145
26-11-2013,2003.1,2016.45,1987,1993.7,1993.7,1023706,-0.105527638,-42,398
27-11-2013,2009,2013.7,1975,1986.45,1986.45,1060489,-0.002631579,-1,380
28-11-2013,1993.1,1996.55,1970,1984.6,1984.6,1402861,-0.027491409,-8,291
29-11-2013,1992,2014.7,1981.8,2004.35,2004.35,962406,0,0,281
02-12-2013,1995,2021,1995,2013.9,2013.9,626630,-0.048951049,-14,286
03-12-2013,2016.05,2042,2015.05,2020.8,2020.8,724592,-0.124,-31,250
04-12-2013,2019.9,2031.6,1993.65,2000.05,2000.05,759518,-0.097222222,-21,216
05-12-2013,2016,2033.55,1983.05,1987.15,1987.15,698595,-0.09009009,-20,222
06-12-2013,1991,2010,1991,2000.3,2000.3,723481,-0.086486486,-16,185
09-12-2013,2029,2029.95,2000,2004.85,2004.85,913170,-0.050980392,-13,255
10-12-2013,2000,2089,2000,2082.75,2082.75,1826667,-0.036423841,-11,302
11-12-2013,2079,2086.85,2043,2058.05,2058.05,778031,-0.066350711,-14,211
12-12-2013,2045,2064,2025.1,2028.9,2028.9,827982,-0.051282051,-8,156
13-12-2013,2037.95,2045,1995,2001.8,2001.8,1731675,-0.085427136,-17,199
16-12-2013,2013.7,2039.8,2005.15,2019.15,2019.15,1429250,-0.058823529,-11,187
17-12-2013,2031.6,2065.85,2030,2045.35,2045.35,1497737,-0.023041475,-5,217
18-12-2013,2040,2071,2038,2055.8,2055.8,793995,-0.082236842,-25,304
19-12-2013,2075.95,2110,2062.65,2081.5,2081.5,1080993,-0.004405286,-1,227
20-12-2013,2088.1,2130,2085.85,2120.55,2120.55,982906,-0.05106383,-12,235
23-12-2013,2129.95,2143.45,2097.95,2109.05,2109.05,660612,-0.012820513,-4,312
24-12-2013,2119.8,2129,2104.25,2110.7,2110.7,435078,0.007113821,7,984
26-12-2013,2115,2117,2091.45,2100.3,2100.3,1148597,0.036697248,16,436
27-12-2013,2107,2169.9,2105,2160.65,2160.65,1239973,0.034285714,12,350
30-12-2013,2170,2175.25,2146.7,2156.05,2156.05,834388,-0.031690141,-9,284
31-12-2013,2160.1,2184.95,2150.9,2172.05,2172.05,622888,-0.034482759,-10,290
01-01-2014,2180.1,2184.5,2151.1,2153.3,2153.3,264976,-0.053763441,-15,279
02-01-2014,2166,2189,2156.15,2167,2167,863474,0.009852217,4,406
03-01-2014,2164.7,2229.1,2147.25,2222.2,2222.2,1309087,-0.017910448,-6,335
06-01-2014,2229,2244,2197,2239.6,2239.6,1155905,0.017191977,6,349
07-01-2014,2240,2256.45,2199,2206.15,2206.15,1448743,0.015364917,12,781
08-01-2014,2212,2244,2210,2232.65,2232.65,1275010,0.007425743,6,808
09-01-2014,2228.75,2255.5,2222.1,2241.95,2241.95,1291103,-0.049261084,-20,406
10-01-2014,2260,2309.8,2235,2280.9,2280.9,1684667,0.066753927,51,764
13-01-2014,2285,2384,2285,2368.75,2368.75,1907158,-0.024604569,-14,569
14-01-2014,2372,2384.8,2320,2326.75,2326.75,1487482,-0.113157895,-43,380
15-01-2014,2342.45,2378.2,2327,2353.6,2353.6,1524427,-0.047058824,-20,425
16-01-2014,2380,2380.1,2325,2350.3,2350.3,1498981,-0.061007958,-23,377
17-01-2014,2298,2298,2206.05,2213.05,2213.05,3782378,-0.106666667,-32,300
20-01-2014,2218.95,2350,2215.5,2338.2,2338.2,3005279,-0.006734007,-2,297
21-01-2014,2334,2339.25,2275.1,2280.3,2280.3,1566141,-0.019379845,-5,258
22-01-2014,2287.1,2296.85,2264.1,2274.05,2274.05,1192015,-0.027874564,-8,287
23-01-2014,2268.1,2276.7,2237.3,2252.45,2252.45,1145381,-0.065714286,-23,350
24-01-2014,2244,2283.25,2235,2248.7,2248.7,925133,-0.062015504,-16,258
27-01-2014,2226,2259.5,2220.1,2229.6,2229.6,1266474,0.040983607,20,488
28-01-2014,2232,2247.85,2196.1,2212.35,2212.35,1426083,0.043373494,18,415
29-01-2014,2240,2240,2205,2209.8,2209.8,849038,-0.032921811,-8,243
30-01-2014,2198.05,2227,2190,2217.6,2217.6,1112625,0.014005602,5,357
31-01-2014,2225.1,2269.8,2221,2241.05,2241.05,1087123,-0.04,-17,425
03-02-2014,2222,2244.25,2190.8,2194.45,2194.45,681240,-0.007915567,-6,758
04-02-2014,2174,2175,2112.05,2151.35,2151.35,1347083,0.019635344,14,713
05-02-2014,2163.8,2200,2140,2194.4,2194.4,926825,-0.053278689,-26,488
06-02-2014,2180,2189.9,2145,2175.25,2175.25,961326,-0.079457364,-41,516
07-02-2014,2190,2195,2131,2144.4,2144.4,995456,0.015763547,16,1015
10-02-2014,2144,2144,2085.1,2093.55,2093.55,2009635,-0.046232877,-27,584
11-02-2014,2100,2126.5,2096,2101.7,2101.7,1784393,-0.016260163,-8,492
12-02-2014,2118,2123.6,2095,2105.45,2105.45,1537174,-0.075987842,-25,329
13-02-2014,2107,2138.4,2096.5,2133.75,2133.75,1047175,-0.068027211,-30,441
14-02-2014,2137.9,2184.75,2128.1,2167.9,2167.9,955031,-0.054495913,-20,367
17-02-2014,2160,2186,2147.2,2165.4,2165.4,835197,-0.047619048,-17,357
18-02-2014,2165,2191,2155.85,2166,2166,763458,-0.026369168,-13,493
19-02-2014,2170,2215,2162.25,2197.95,2197.95,536459,-0.072916667,-35,480
20-02-2014,2206,2222,2182.8,2189.35,2189.35,793962,-0.014531044,-11,757
21-02-2014,2198,2213,2190.75,2205.7,2205.7,858930,-0.041522491,-72,1734
24-02-2014,2204,2205.25,2170.1,2177.9,2177.9,1225212,-0.050997783,-69,1353
25-02-2014,2189,2199.5,2180,2188.9,2188.9,1652687,0.013157895,10,760
26-02-2014,2194,2195,2177.15,2182.15,2182.15,1929856,-0.024074074,-13,540
28-02-2014,2161,2280,2160.15,2275.75,2275.75,1994096,0.009070295,4,441
03-03-2014,2271.8,2299,2228,2240.05,2240.05,803039,-0.051724138,-18,348
04-03-2014,2233.2,2254,2224,2240.65,2240.65,1015166,-0.063432836,-17,268
05-03-2014,2254.85,2286.25,2242.55,2251.9,2251.9,1151003,-0.090666667,-34,375
06-03-2014,2252.85,2260,2232.15,2240.75,2240.75,657281,0.018442623,9,488
07-03-2014,2245.5,2250.05,2152.8,2228.5,2228.5,2349236,-0.072289157,-24,332
10-03-2014,2228.1,2228.5,2135,2142.65,2142.65,1914884,-0.080851064,-38,470
11-03-2014,2155,2177.65,2122,2151.65,2151.65,1275127,-0.052369077,-21,401
12-03-2014,2153,2189.75,2153,2179.45,2179.45,834894,-0.060773481,-22,362
13-03-2014,2148.05,2202,2136.85,2149.55,2149.55,1009942,-0.059405941,-18,303
14-03-2014,2141,2160.5,2124.3,2139.55,2139.55,1080623,-0.035598706,-11,309
18-03-2014,2135.5,2151.8,2104.25,2122,2122,1282921,-0.029023747,-11,379
19-03-2014,2075,2075,2013.05,2039.4,2039.4,4326331,-0.118243243,-35,296
20-03-2014,2038,2122.9,2011.4,2108.2,2108.2,2864478,-0.107305936,-47,438
21-03-2014,2125,2145,2085,2127,2127,2340388,-0.035714286,-16,448
22-03-2014,2125,2141.9,2115.45,2128.25,2128.25,94751,-0.007263923,-3,413
24-03-2014,2136.95,2157.95,2126.15,2152.6,2152.6,1091507,-0.065830721,-21,319
25-03-2014,2144,2172,2130,2146.65,2146.65,1124984,-0.026128266,-11,421
26-03-2014,2148.05,2158.5,2087.55,2093.5,2093.5,1596175,-0.105849582,-38,359
27-03-2014,2100.95,2115,2065.05,2094.25,2094.25,2506238,-0.064285714,-18,280
28-03-2014,2097,2122.85,2080.05,2102.1,2102.1,1485581,-0.077205882,-21,272
31-03-2014,2104,2144.95,2082,2133.15,2133.15,1341634,-0.091254753,-24,263
01-04-2014,2145,2185,2144.9,2176.7,2176.7,1377966,-0.068669528,-16,233
02-04-2014,2190,2202,2161.05,2172.25,2172.25,1881508,-0.087349398,-29,332
03-04-2014,2172.85,2182,2147.6,2166.5,2166.5,790597,-0.087136929,-21,241
04-04-2014,2172,2187,2130,2138.85,2138.85,847328,-0.061946903,-21,339
07-04-2014,2130.1,2165.95,2120.7,2153.8,2153.8,1297493,-0.096875,-31,320
09-04-2014,2152,2162,2105,2140.4,2140.4,1675250,-0.115702479,-28,242
10-04-2014,2140.4,2148.65,2115.2,2126.15,2126.15,1076443,-0.152249135,-44,289
11-04-2014,2118,2174.9,2100,2164.1,2164.1,1170371,-0.097014925,-26,268
15-04-2014,2181,2258,2174.05,2252.75,2252.75,1798622,-0.035031847,-11,314
16-04-2014,2264,2264,2184.2,2196.3,2196.3,1737955,-0.050632911,-12,237
17-04-2014,2220,2227,2142.7,2222.9,2222.9,3840719,-0.153005464,-28,183
21-04-2014,2220,2242.9,2211.3,2221.75,2221.75,921297,-0.150485437,-31,206
22-04-2014,2233.95,2249.9,2219.9,2221.05,2221.05,743137,-0.072519084,-19,262
23-04-2014,2231.4,2243.9,2201.1,2213.75,2213.75,969496,-0.111464968,-35,314
25-04-2014,2227,2235,2193.2,2205.25,2205.25,1580224,-0.029739777,-8,269
28-04-2014,2205.25,2222.7,2180.1,2191.35,2191.35,1275383,-0.069105691,-17,246
29-04-2014,2186,2206.35,2176.9,2194.25,2194.25,923090,-0.077253219,-18,233
30-04-2014,2185.1,2205.6,2181,2189.2,2189.2,1198689,-0.017595308,-6,341
02-05-2014,2181.25,2219.9,2181.25,2208.45,2208.45,958889,-0.022792023,-8,351
05-05-2014,2210.8,2229,2204.15,2213.7,2213.7,657239,-0.010344828,-3,290
06-05-2014,2213.7,2221.6,2190,2198.9,2198.9,480616,-0.031620553,-8,253
07-05-2014,2191.05,2203,2140.1,2165.55,2165.55,2358091,-0.027777778,-6,216
08-05-2014,2165.1,2181.8,2147.65,2162.05,2162.05,1303450,-0.005830904,-2,343
09-05-2014,2152,2184.7,2152,2159.9,2159.9,899720,-0.055276382,-11,199
12-05-2014,2153,2166.7,2123.15,2159.35,2159.35,1443032,-0.038235294,-13,340
13-05-2014,2165.8,2239,2165.8,2210.95,2210.95,1273742,-0.101123596,-18,178
14-05-2014,2214.4,2237.7,2201.1,2216.1,2216.1,694614,-0.055921053,-17,304
15-05-2014,2216.1,2225,2171.15,2193.15,2193.15,1260098,-0.085365854,-28,328
16-05-2014,2200.05,2253.4,2100.25,2160.75,2160.75,2620899,-0.133956386,-43,321
19-05-2014,2150,2160,1999.5,2036.7,2036.7,3258303,-0.116129032,-54,465
20-05-2014,2028,2160,2028,2068.2,2068.2,2351057,-0.083870968,-26,310
21-05-2014,2061.2,2089,2055.8,2082.85,2082.85,2058473,-0.11627907,-30,258
22-05-2014,2096.75,2124,2075.1,2111.95,2111.95,2108421,-0.075601375,-22,291
23-05-2014,2119,2149,2096,2127.9,2127.9,1547390,-0.094462541,-29,307
26-05-2014,2149,2169.6,2133.6,2154,2154,1325425,-0.127020785,-55,433
27-05-2014,2160.15,2184.6,2118,2131.45,2131.45,897547,-0.061617458,-48,779
28-05-2014,2140,2158.75,2122.45,2150.55,2150.55,943744,-0.099540582,-65,653
